customer_id,contract_type,monthly_charge,payment_method,start_date,end_date,subscription_type
CUST05787,Annual,2167.31,Debit Card,2022-04-19,,Premium Plan
CUST05788,Monthly,337.29,Credit Card,2023-11-17,2026-08-29,Premium Plan
CUST05789,Monthly,3856.83,Debit Card,2024-10-30,,Basic Plan
CUST05790,Monthly,4784.68,Debit Card,2023-05-26,,Basic Plan
CUST05791,Monthly,3958.82,Credit Card,2024-01-07,,Basic Plan
CUST05792,Quarterly,4195.56,Auto Pay,2024-11-04,,Premium Plan
CUST05793,Annual,1996.88,Credit Card,2022-03-26,,Standard Plan
CUST05794,Monthly,1100.82,Debit Card,2023-03-05,,Basic Plan
CUST05795,Monthly,3008.08,Credit Card,2025-03-24,,Standard Plan
CUST05796,Monthly,2245.73,UPI,2021-04-12,,Standard Plan
CUST05797,Monthly,2153.8,Net Banking,2022-04-09,,Basic Plan
CUST05798,Monthly,1829.26,Auto Pay,2022-07-06,,Premium Plan
CUST05799,Annual,2752.46,UPI,2024-09-01,,Standard Plan
CUST05800,Monthly,2380.27,Net Banking,2025-05-26,,Standard Plan
CUST05801,Monthly,1743.23,Net Banking,2025-07-16,2026-02-24,Basic Plan
CUST05802,Monthly,3942.92,Net Banking,2024-11-04,2026-07-29,Standard Plan
CUST05803,Monthly,1444.25,Net Banking,2025-10-17,,Standard Plan
CUST05804,Annual,3375.96,UPI,2022-12-26,,Premium Plan
CUST05805,Annual,1195.76,Credit Card,2025-05-31,,Standard Plan
CUST05806,Annual,4567.94,Auto Pay,2023-06-16,,Standard Plan
CUST05807,Quarterly,1175.54,Auto Pay,2025-12-20,,Basic Plan
CUST05808,Monthly,4835.03,Credit Card,2022-03-30,,Standard Plan
CUST05809,Quarterly,1056.96,Credit Card,2024-04-15,,Basic Plan
CUST05810,Monthly,1096.79,Auto Pay,2025-02-21,2026-05-13,Basic Plan
CUST05811,Quarterly,3237.16,Debit Card,2021-10-29,,Standard Plan
CUST05812,Quarterly,1850.49,Credit Card,2023-11-18,,Premium Plan
CUST05813,Annual,1355.21,Net Banking,2023-09-30,2026-03-07,Basic Plan
CUST05814,Annual,476.53,Credit Card,2024-01-03,,Premium Plan
CUST05815,Monthly,1648.85,Auto Pay,2023-09-02,,Basic Plan
CUST05816,Monthly,2832.32,UPI,2023-07-01,,Standard Plan
CUST05817,Annual,1999.17,Debit Card,2021-05-26,,Standard Plan
CUST05818,Annual,1092.71,UPI,2025-10-18,,Standard Plan
CUST05819,Monthly,3781.36,Net Banking,2024-03-07,,Standard Plan
CUST05820,Annual,1728.16,Auto Pay,2022-02-19,,Standard Plan
CUST05821,Monthly,863.15,UPI,2022-02-03,,Basic Plan
CUST05822,Monthly,3617.34,Debit Card,2021-04-09,,Basic Plan
CUST05823,Monthly,862.48,Net Banking,2025-12-04,2026-07-10,Basic Plan
CUST05824,Monthly,570.06,Credit Card,2022-06-22,2026-02-06,Basic Plan
CUST05825,Quarterly,4926.25,Debit Card,2025-05-23,,Basic Plan
CUST05826,Quarterly,499.39,UPI,2021-04-11,,Standard Plan
CUST05827,Annual,3638.04,Auto Pay,2021-10-07,,Standard Plan
CUST05828,Quarterly,2296.86,Net Banking,2024-05-24,2026-02-07,Standard Plan
CUST05829,Monthly,4996.18,Credit Card,2022-08-07,,Standard Plan
CUST05830,Monthly,2014.19,Net Banking,2022-05-27,,Basic Plan
CUST05831,Quarterly,3495.48,Net Banking,2022-11-05,,Basic Plan
CUST05832,Monthly,2876.57,Credit Card,2023-08-14,2026-03-09,Standard Plan
CUST05833,Monthly,553.13,UPI,2023-04-21,,Basic Plan
CUST05834,Annual,1817.03,Credit Card,2022-06-17,,Standard Plan
CUST05835,Quarterly,2555.11,Auto Pay,2025-01-11,,Premium Plan
CUST05836,Monthly,1588.78,Debit Card,2024-12-07,2026-08-01,Basic Plan
CUST05837,Quarterly,4635.69,UPI,2022-10-11,,Standard Plan
CUST05838,Monthly,4866.5,UPI,2021-05-13,,Standard Plan
CUST05839,Annual,547.08,Auto Pay,2021-03-21,,Standard Plan
CUST05840,Monthly,1396.27,Debit Card,2022-09-19,,Standard Plan
CUST05841,Monthly,2535.33,UPI,2023-07-27,2026-01-22,Basic Plan
CUST05842,Annual,3211.26,Credit Card,2023-05-15,,Standard Plan
CUST05843,Quarterly,4034.45,Net Banking,2024-07-06,,Standard Plan
CUST05844,Monthly,3307.0,Debit Card,2024-12-03,,Standard Plan
CUST05845,Annual,2304.21,UPI,2022-03-09,,Basic Plan
CUST05846,Monthly,3464.0,Debit Card,2023-05-03,,Basic Plan
CUST05847,Annual,2477.5,UPI,2022-05-28,,Basic Plan
CUST05848,Monthly,1976.88,Auto Pay,2023-06-06,,Premium Plan
CUST05849,Monthly,338.33,UPI,2021-02-15,2026-06-22,Standard Plan
CUST05850,Quarterly,4700.67,Auto Pay,2023-03-15,,Basic Plan
CUST05851,Annual,2530.99,Debit Card,2025-01-27,,Basic Plan
CUST05852,Monthly,1842.19,Credit Card,2025-05-18,,Standard Plan
CUST05853,Monthly,562.6,UPI,2025-12-05,2026-01-17,Standard Plan
CUST05854,Monthly,3872.63,Credit Card,2025-05-09,,Basic Plan
CUST05855,Monthly,519.06,Net Banking,2023-01-16,,Premium Plan
CUST05856,Quarterly,1821.18,UPI,2021-06-21,,Basic Plan
CUST05857,Monthly,1494.28,UPI,2024-05-23,,Basic Plan
CUST05858,Monthly,351.3,Debit Card,2021-10-30,2026-04-27,Basic Plan
CUST05859,Annual,1413.24,Auto Pay,2023-10-16,,Standard Plan
CUST05860,Quarterly,3111.96,Debit Card,2022-02-08,,Standard Plan
CUST05861,Monthly,4009.76,UPI,2024-05-29,2026-05-13,Standard Plan
CUST05862,Annual,4438.9,Credit Card,2022-04-18,,Basic Plan
CUST05863,Monthly,3193.1,Debit Card,2022-01-11,,Basic Plan
CUST05864,Monthly,3970.05,Credit Card,2025-06-13,,Basic Plan
CUST05865,Monthly,2272.69,UPI,2021-12-22,,Basic Plan
CUST05866,Monthly,4331.52,UPI,2022-09-27,,Standard Plan
CUST05867,Monthly,347.53,Credit Card,2023-04-03,,Standard Plan
CUST05868,Monthly,4193.25,Credit Card,2024-10-28,2026-05-30,Basic Plan
CUST05869,Quarterly,459.68,Auto Pay,2024-11-29,,Standard Plan
CUST05870,Monthly,1676.58,Credit Card,2025-05-10,,Basic Plan
CUST05871,Monthly,2655.0,Debit Card,2024-10-11,,Basic Plan
CUST05872,Quarterly,2564.52,Credit Card,2023-02-01,,Basic Plan
CUST05873,Quarterly,3135.22,Auto Pay,2021-02-09,2026-07-23,Basic Plan
CUST05874,Annual,4414.38,Net Banking,2024-05-22,,Premium Plan
CUST05875,Monthly,1651.64,Debit Card,2025-10-30,,Standard Plan
CUST05876,Monthly,2544.72,UPI,2025-08-15,,Basic Plan
CUST05877,Quarterly,2377.89,Debit Card,2023-01-12,,Standard Plan
CUST05878,Annual,593.97,Credit Card,2022-09-01,,Standard Plan
CUST05879,Quarterly,2121.09,Auto Pay,2025-10-30,,Basic Plan
CUST05880,Monthly,817.61,Debit Card,2025-08-03,2026-07-25,Basic Plan
CUST05881,Annual,3712.42,Auto Pay,2025-01-31,2026-08-24,Basic Plan
CUST05882,Monthly,3024.23,Auto Pay,2023-05-30,,Basic Plan
CUST05883,Quarterly,3090.51,Credit Card,2021-10-07,,Basic Plan
CUST05884,Quarterly,1363.03,Auto Pay,2021-12-21,,Standard Plan
CUST05885,Monthly,1886.06,Net Banking,2025-08-16,2026-01-14,Premium Plan
CUST05886,Quarterly,1158.69,Auto Pay,2025-01-01,2026-03-27,Standard Plan
CUST05887,Quarterly,619.79,UPI,2022-08-04,,Standard Plan
CUST05888,Monthly,782.74,UPI,2023-11-07,2026-01-13,Basic Plan
CUST05889,Quarterly,2326.1,Credit Card,2025-09-01,,Basic Plan
CUST05890,Monthly,1457.23,UPI,2024-07-07,,Basic Plan
CUST05891,Annual,3430.35,UPI,2022-09-17,,Standard Plan
CUST05892,Monthly,3461.87,UPI,2021-09-16,,Basic Plan
CUST05893,Monthly,2367.67,Debit Card,2023-10-17,2026-05-29,Premium Plan
CUST05894,Monthly,2434.34,UPI,2021-07-19,2026-03-04,Basic Plan
CUST05895,Monthly,2327.65,Net Banking,2024-10-24,2026-07-02,Basic Plan
CUST05896,Monthly,3640.05,Auto Pay,2022-03-10,2026-04-12,Premium Plan
CUST05897,Annual,1658.14,Net Banking,2022-09-25,,Basic Plan
CUST05898,Monthly,4013.43,Auto Pay,2025-11-18,,Standard Plan
CUST05899,Quarterly,362.13,Debit Card,2021-08-22,,Basic Plan
CUST05900,Monthly,1005.01,Auto Pay,2024-09-04,2026-07-09,Basic Plan
CUST05901,Monthly,3520.4,UPI,2025-07-02,,Basic Plan
CUST05902,Monthly,4809.91,Credit Card,2021-08-07,2026-02-08,Basic Plan
CUST05903,Quarterly,2951.38,Net Banking,2023-12-08,,Standard Plan
CUST05904,Monthly,2489.89,Debit Card,2024-08-19,,Basic Plan
CUST05905,Monthly,2801.56,Credit Card,2021-02-19,,Standard Plan
CUST05906,Annual,646.18,Auto Pay,2024-12-07,,Basic Plan
CUST05907,Monthly,4728.51,Debit Card,2024-02-23,2026-01-10,Basic Plan
CUST05908,Quarterly,2123.72,Net Banking,2022-11-13,,Basic Plan
CUST05909,Quarterly,4787.21,UPI,2025-06-03,,Premium Plan
CUST05910,Annual,4045.54,Auto Pay,2022-07-25,2026-04-07,Basic Plan
CUST05911,Monthly,4337.33,Net Banking,2024-05-28,2026-03-02,Standard Plan
CUST05912,Quarterly,3155.39,Auto Pay,2022-08-30,,Standard Plan
CUST05913,Monthly,2121.07,Credit Card,2023-02-06,,Basic Plan
CUST05914,Monthly,4545.76,Auto Pay,2024-09-13,2026-04-07,Standard Plan
CUST05915,Monthly,4983.23,Credit Card,2025-04-07,,Basic Plan
CUST05916,Annual,3253.98,Debit Card,2025-10-25,2026-02-16,Standard Plan
CUST05917,Monthly,2355.22,Net Banking,2021-06-05,2026-07-21,Basic Plan
CUST05918,Annual,3214.3,Auto Pay,2022-06-04,,Basic Plan
CUST05919,Monthly,2043.1,Auto Pay,2021-07-17,,Basic Plan
CUST05920,Quarterly,2462.75,Net Banking,2025-01-31,,Standard Plan
CUST05921,Monthly,1481.08,UPI,2022-01-24,,Basic Plan
CUST05922,Annual,2268.84,Debit Card,2025-12-29,,Standard Plan
CUST05923,Quarterly,3551.53,UPI,2025-11-02,,Premium Plan
CUST05924,Annual,1171.08,UPI,2021-09-15,2026-02-03,Standard Plan
CUST05925,Monthly,4365.66,Net Banking,2023-07-25,,Standard Plan
CUST05926,Annual,3976.97,Auto Pay,2024-11-23,,Standard Plan
CUST05927,Monthly,1054.59,Auto Pay,2023-08-27,2026-02-25,Basic Plan
CUST05928,Quarterly,842.06,Credit Card,2022-06-15,2026-06-01,Standard Plan
CUST05929,Monthly,4703.56,UPI,2023-02-20,,Premium Plan
CUST05930,Monthly,1509.22,Net Banking,2024-10-03,,Basic Plan
CUST05931,Monthly,1365.62,Credit Card,2022-08-01,,Standard Plan
CUST05932,Quarterly,2765.31,Debit Card,2024-09-25,,Basic Plan
CUST05933,Quarterly,4351.12,Auto Pay,2024-08-19,,Standard Plan
CUST05934,Monthly,2601.39,Debit Card,2022-11-25,,Basic Plan
CUST05935,Monthly,1348.48,Credit Card,2023-03-05,,Basic Plan
CUST05936,Monthly,1750.17,Debit Card,2021-02-05,,Basic Plan
CUST05937,Annual,1668.87,Credit Card,2021-10-06,,Standard Plan
CUST05938,Quarterly,1379.53,Credit Card,2024-07-08,2026-02-10,Basic Plan
CUST05939,Monthly,2639.79,Net Banking,2024-12-06,,Basic Plan
CUST05940,Annual,2331.34,Debit Card,2021-12-25,,Standard Plan
CUST05941,Monthly,1191.23,Auto Pay,2023-06-13,,Basic Plan
CUST05942,Monthly,1436.67,UPI,2024-12-20,,Basic Plan
CUST05943,Monthly,4364.66,UPI,2025-02-23,2026-05-24,Basic Plan
CUST05944,Monthly,4096.2,Net Banking,2023-04-02,,Basic Plan
CUST05945,Annual,492.81,Debit Card,2023-08-12,,Basic Plan
CUST05946,Annual,2745.09,Net Banking,2021-04-21,,Basic Plan
CUST05947,Quarterly,4840.15,Debit Card,2025-10-11,,Basic Plan
CUST05948,Monthly,1415.6,Auto Pay,2023-01-21,,Standard Plan
CUST05949,Monthly,2146.05,UPI,2022-01-14,2026-04-19,Basic Plan
CUST05950,Monthly,2198.83,Net Banking,2022-09-23,2026-05-07,Basic Plan
CUST05951,Monthly,1024.14,Debit Card,2022-11-02,,Basic Plan
CUST05952,Annual,1074.23,Debit Card,2023-02-02,,Basic Plan
CUST05953,Monthly,4205.85,Credit Card,2023-05-12,2026-01-29,Standard Plan
CUST05954,Quarterly,2134.75,Auto Pay,2021-01-25,2026-03-31,Basic Plan
CUST05955,Monthly,3179.14,UPI,2024-03-20,,Basic Plan
CUST05956,Monthly,1091.58,Auto Pay,2021-03-19,,Basic Plan
CUST05957,Annual,2244.59,Net Banking,2021-01-19,2026-03-15,Basic Plan
CUST05958,Quarterly,3994.11,Credit Card,2024-12-10,,Standard Plan
CUST05959,Monthly,792.94,Auto Pay,2024-05-18,,Basic Plan
CUST05960,Monthly,4388.61,Auto Pay,2025-05-22,,Standard Plan
CUST05961,Monthly,4140.74,Net Banking,2024-10-24,,Premium Plan
CUST05962,Annual,4047.19,Net Banking,2023-11-03,,Premium Plan
CUST05963,Monthly,4010.17,UPI,2024-06-28,,Standard Plan
CUST05964,Monthly,3116.68,Auto Pay,2022-02-27,2026-05-31,Basic Plan
CUST05965,Annual,1772.52,Credit Card,2022-05-15,,Basic Plan
CUST05966,Monthly,4762.79,UPI,2021-09-20,2026-02-25,Standard Plan
CUST05967,Quarterly,3161.02,Auto Pay,2021-07-09,,Standard Plan
CUST05968,Annual,1930.9,Credit Card,2024-05-25,,Basic Plan
CUST05969,Monthly,2534.44,Credit Card,2022-07-26,,Basic Plan
CUST05970,Monthly,4780.37,Debit Card,2023-02-11,,Basic Plan
CUST05971,Monthly,1761.91,Auto Pay,2022-09-15,2026-03-06,Basic Plan
CUST05972,Monthly,2547.61,Net Banking,2023-06-27,,Premium Plan
CUST05973,Monthly,3797.95,Net Banking,2025-12-29,,Basic Plan
CUST05974,Monthly,1926.29,Auto Pay,2024-02-26,,Standard Plan
CUST05975,Monthly,1173.01,Auto Pay,2021-09-14,2026-07-03,Basic Plan
CUST05976,Annual,2133.02,Auto Pay,2024-07-29,,Premium Plan
CUST05977,Monthly,1015.58,Credit Card,2023-05-04,,Standard Plan
CUST05978,Monthly,3112.58,Auto Pay,2025-04-14,,Premium Plan
CUST05979,Monthly,3673.15,Credit Card,2021-11-19,,Basic Plan
CUST05980,Quarterly,3698.84,Auto Pay,2022-08-07,,Premium Plan
CUST05981,Annual,4419.46,Debit Card,2024-11-30,,Basic Plan
CUST05982,Annual,1572.81,Debit Card,2021-07-09,,Premium Plan
CUST05983,Monthly,3223.93,Debit Card,2025-12-15,,Basic Plan
CUST05984,Annual,806.13,Auto Pay,2022-04-13,,Standard Plan
CUST05985,Annual,762.52,UPI,2024-10-14,,Standard Plan
CUST05986,Annual,4166.3,Net Banking,2021-11-15,2026-02-26,Premium Plan
CUST05987,Monthly,703.56,Debit Card,2024-12-16,,Premium Plan
CUST05988,Annual,1586.14,Credit Card,2022-07-06,,Standard Plan
CUST05989,Quarterly,652.02,Auto Pay,2025-08-08,,Standard Plan
CUST05990,Quarterly,2865.44,UPI,2022-10-20,,Basic Plan
CUST05991,Annual,1087.28,Net Banking,2025-08-01,,Basic Plan
CUST05992,Annual,1573.32,Debit Card,2022-08-21,,Premium Plan
CUST05993,Monthly,4290.62,Auto Pay,2021-11-24,2026-08-19,Basic Plan
CUST05994,Annual,2755.82,UPI,2021-12-04,,Basic Plan
CUST05995,Annual,2445.57,UPI,2022-02-08,,Basic Plan
CUST05996,Annual,2431.03,Auto Pay,2023-02-18,,Basic Plan
CUST05997,Monthly,1986.03,UPI,2021-11-29,,Basic Plan
CUST05998,Monthly,572.21,Credit Card,2023-01-26,,Basic Plan
CUST05999,Monthly,4070.71,Auto Pay,2021-03-27,2026-05-22,Basic Plan
CUST06000,Monthly,2621.9,Auto Pay,2021-06-27,,Basic Plan
CUST06001,Monthly,2966.49,Credit Card,2022-12-12,2026-03-22,Basic Plan
CUST06002,Monthly,4465.42,UPI,2024-08-17,,Standard Plan
CUST06003,Annual,3129.96,UPI,2021-01-30,,Basic Plan
CUST06004,Monthly,4451.78,Net Banking,2024-12-17,,Basic Plan
CUST06005,Monthly,2533.88,Debit Card,2024-07-04,,Premium Plan
CUST06006,Annual,3485.38,Auto Pay,2023-05-21,,Basic Plan
CUST06007,Annual,1900.36,Credit Card,2025-08-21,2026-03-18,Basic Plan
CUST06008,Monthly,4938.64,Net Banking,2021-01-11,2026-05-17,Premium Plan
CUST06009,Annual,1658.87,Net Banking,2021-10-29,,Basic Plan
CUST06010,Monthly,3118.08,Net Banking,2025-06-11,2026-04-28,Standard Plan
CUST06011,Monthly,3283.88,Auto Pay,2024-07-24,,Basic Plan
CUST06012,Monthly,4104.59,Net Banking,2024-03-17,,Standard Plan
CUST06013,Monthly,624.9,Debit Card,2024-06-17,,Basic Plan
CUST06014,Monthly,2745.64,Net Banking,2021-10-16,2026-07-31,Basic Plan
CUST06015,Annual,653.49,Net Banking,2023-06-19,,Standard Plan
CUST06016,Quarterly,4326.01,Net Banking,2022-04-23,2026-02-23,Basic Plan
CUST06017,Quarterly,3487.86,Net Banking,2021-11-06,2026-06-12,Premium Plan
CUST06018,Annual,2374.48,Auto Pay,2021-10-12,,Basic Plan
CUST06019,Monthly,3592.02,Debit Card,2021-04-13,2026-07-17,Premium Plan
CUST06020,Quarterly,2548.38,UPI,2021-06-08,,Standard Plan
CUST06021,Monthly,2620.81,Debit Card,2025-03-14,,Basic Plan
CUST06022,Annual,951.51,Credit Card,2024-05-11,,Basic Plan
CUST06023,Monthly,2390.86,Net Banking,2022-08-29,,Standard Plan
CUST06024,Monthly,338.75,Net Banking,2023-05-13,,Basic Plan
CUST06025,Annual,1266.08,Credit Card,2025-06-28,,Standard Plan
CUST06026,Monthly,660.29,Credit Card,2023-09-03,2026-02-26,Basic Plan
CUST06027,Monthly,1576.31,UPI,2023-11-15,,Premium Plan
CUST06028,Monthly,3372.95,Net Banking,2024-04-21,,Standard Plan
CUST06029,Annual,1981.78,Debit Card,2022-10-29,,Standard Plan
CUST06030,Monthly,1664.55,Auto Pay,2022-07-28,,Basic Plan
CUST06031,Monthly,640.61,Credit Card,2021-09-19,,Basic Plan
CUST06032,Annual,780.02,Credit Card,2023-08-03,,Basic Plan
CUST06033,Annual,2983.35,Auto Pay,2022-07-05,,Standard Plan
CUST06034,Monthly,2740.79,Debit Card,2023-03-03,,Basic Plan
CUST06035,Monthly,4795.35,Auto Pay,2024-01-15,,Premium Plan
CUST06036,Monthly,1373.6,Credit Card,2025-11-07,2026-03-02,Basic Plan
CUST06037,Monthly,914.74,UPI,2024-05-11,2026-02-19,Basic Plan
CUST06038,Annual,4045.57,Credit Card,2023-11-28,,Standard Plan
CUST06039,Monthly,3328.56,Credit Card,2024-03-07,,Standard Plan
CUST06040,Quarterly,2839.36,Debit Card,2023-07-03,,Standard Plan
CUST06041,Annual,1059.77,Debit Card,2024-12-02,,Basic Plan
CUST06042,Annual,1985.76,Debit Card,2023-11-28,,Standard Plan
CUST06043,Monthly,4350.11,Debit Card,2022-07-14,,Standard Plan
CUST06044,Annual,3831.18,Auto Pay,2022-05-04,,Basic Plan
CUST06045,Annual,730.58,Auto Pay,2022-10-28,2026-07-11,Basic Plan
CUST06046,Annual,4416.23,Net Banking,2025-10-23,,Premium Plan
CUST06047,Monthly,3142.84,Debit Card,2021-07-28,2026-04-20,Basic Plan
CUST06048,Quarterly,2753.82,Net Banking,2022-04-21,,Premium Plan
CUST06049,Monthly,3604.39,Debit Card,2022-11-09,2026-03-28,Basic Plan
CUST06050,Monthly,1006.94,Debit Card,2023-11-20,,Standard Plan
CUST06051,Monthly,962.28,Debit Card,2024-06-09,2026-04-15,Basic Plan
CUST06052,Monthly,1834.65,Net Banking,2021-11-19,2026-08-01,Basic Plan
CUST06053,Quarterly,4842.39,UPI,2025-06-11,2026-03-08,Basic Plan
CUST06054,Quarterly,2301.9,Debit Card,2021-07-26,,Premium Plan
CUST06055,Monthly,4655.26,UPI,2021-04-18,2026-05-22,Basic Plan
CUST06056,Quarterly,3761.7,UPI,2021-03-08,2026-01-20,Basic Plan
CUST06057,Monthly,3699.77,Net Banking,2023-08-28,2026-02-20,Standard Plan
CUST06058,Monthly,1029.44,Credit Card,2023-10-05,2026-01-17,Premium Plan
CUST06059,Monthly,1068.92,Net Banking,2024-08-18,,Basic Plan
CUST06060,Monthly,4964.88,Debit Card,2024-08-24,,Basic Plan
CUST06061,Monthly,4713.19,UPI,2023-04-23,,Basic Plan
CUST06062,Annual,1708.01,Debit Card,2021-11-10,,Basic Plan
CUST06063,Monthly,4499.13,UPI,2024-02-26,2026-05-19,Standard Plan
CUST06064,Monthly,3276.69,Net Banking,2023-08-16,,Basic Plan
CUST06065,Monthly,4581.93,Auto Pay,2024-09-25,,Premium Plan
CUST06066,Monthly,319.67,Debit Card,2022-09-28,2026-06-13,Basic Plan
CUST06067,Quarterly,4371.0,Credit Card,2025-12-28,,Standard Plan
CUST06068,Annual,3382.98,UPI,2021-10-01,,Basic Plan
CUST06069,Monthly,827.02,Auto Pay,2023-09-16,,Basic Plan
CUST06070,Annual,1995.74,Debit Card,2024-08-27,2026-07-19,Basic Plan
CUST06071,Monthly,3062.15,UPI,2025-01-30,2026-05-26,Basic Plan
CUST06072,Monthly,4952.31,UPI,2025-02-03,,Standard Plan
CUST06073,Monthly,3585.7,Auto Pay,2024-04-09,,Standard Plan
CUST06074,Annual,1319.03,Credit Card,2023-01-26,,Basic Plan
CUST06075,Quarterly,2863.41,Net Banking,2021-11-11,,Standard Plan
CUST06076,Quarterly,1341.91,Credit Card,2023-06-30,,Basic Plan
CUST06077,Annual,3945.53,Auto Pay,2021-04-01,,Standard Plan
CUST06078,Annual,440.03,Auto Pay,2025-11-27,,Standard Plan
CUST06079,Monthly,1743.4,Net Banking,2022-09-27,,Standard Plan
CUST06080,Annual,4027.66,Debit Card,2024-02-16,,Standard Plan
CUST06081,Monthly,4011.41,Credit Card,2024-06-30,,Standard Plan
CUST06082,Annual,4477.73,Debit Card,2024-12-18,2026-04-15,Standard Plan
CUST06083,Quarterly,1966.39,Net Banking,2024-05-31,,Standard Plan
CUST06084,Annual,3289.61,Net Banking,2025-03-18,,Standard Plan
CUST06085,Monthly,2231.48,Net Banking,2022-07-01,,Standard Plan
CUST06086,Annual,2959.1,Auto Pay,2022-05-31,,Standard Plan
CUST06087,Monthly,2691.93,Net Banking,2025-01-09,2026-08-27,Basic Plan
CUST06088,Quarterly,2176.64,Credit Card,2021-02-16,,Basic Plan
CUST06089,Monthly,3291.11,Debit Card,2022-12-23,2026-03-31,Standard Plan
CUST06090,Quarterly,1689.1,Debit Card,2022-10-26,,Standard Plan
CUST06091,Annual,913.94,Debit Card,2023-07-11,,Standard Plan
CUST06092,Monthly,515.93,UPI,2023-05-23,2026-02-21,Basic Plan
CUST06093,Quarterly,3571.46,Net Banking,2023-03-28,2026-01-12,Basic Plan
CUST06094,Monthly,2357.85,Debit Card,2021-03-02,2026-04-23,Standard Plan
CUST06095,Monthly,2223.75,Credit Card,2023-01-04,,Standard Plan
CUST06096,Annual,1255.99,Net Banking,2021-10-08,,Standard Plan
CUST06097,Monthly,4978.61,Credit Card,2022-12-26,,Basic Plan
CUST06098,Quarterly,1142.02,UPI,2021-10-22,,Standard Plan
CUST06099,Monthly,3103.03,UPI,2025-01-06,,Basic Plan
CUST06100,Monthly,4045.65,UPI,2025-02-01,,Standard Plan
CUST06101,Monthly,1572.56,UPI,2025-11-29,,Basic Plan
CUST06102,Quarterly,2132.3,UPI,2021-07-05,,Basic Plan
CUST06103,Monthly,1620.54,Debit Card,2025-09-25,2026-04-22,Standard Plan
CUST06104,Annual,1295.38,Net Banking,2023-10-05,,Premium Plan
CUST06105,Annual,711.57,Auto Pay,2022-11-13,,Basic Plan
CUST06106,Monthly,4463.61,Net Banking,2025-10-09,,Basic Plan
CUST06107,Annual,3467.0,Credit Card,2023-06-04,2026-07-19,Premium Plan
CUST06108,Annual,1903.18,Debit Card,2022-11-17,,Basic Plan
CUST06109,Monthly,716.04,UPI,2021-11-22,2026-08-19,Standard Plan
CUST06110,Quarterly,713.28,Credit Card,2025-06-29,,Standard Plan
CUST06111,Monthly,4139.81,Credit Card,2023-08-07,,Standard Plan
CUST06112,Quarterly,1008.32,Credit Card,2022-10-23,,Premium Plan
CUST06113,Monthly,2585.79,Debit Card,2024-10-26,,Basic Plan
CUST06114,Annual,3102.55,Credit Card,2022-12-09,,Standard Plan
CUST06115,Monthly,2634.38,Credit Card,2022-11-20,,Basic Plan
CUST06116,Quarterly,3943.58,Net Banking,2025-11-22,2026-05-26,Standard Plan
CUST06117,Monthly,4660.87,Auto Pay,2023-04-20,2026-03-10,Basic Plan
CUST06118,Quarterly,2195.35,UPI,2025-10-06,,Basic Plan
CUST06119,Monthly,3100.61,Auto Pay,2025-09-15,,Premium Plan
CUST06120,Quarterly,3025.73,Auto Pay,2024-10-26,,Standard Plan
CUST06121,Annual,1450.2,Debit Card,2025-08-08,,Premium Plan
CUST06122,Monthly,1254.79,Auto Pay,2023-11-29,,Premium Plan
CUST06123,Quarterly,4071.84,Credit Card,2025-03-19,,Premium Plan
CUST06124,Annual,3507.77,Debit Card,2025-07-29,,Standard Plan
CUST06125,Annual,4125.44,Auto Pay,2023-04-12,,Basic Plan
CUST06126,Monthly,3540.35,UPI,2024-02-10,2026-06-10,Basic Plan
CUST06127,Monthly,2400.32,Credit Card,2023-11-30,,Basic Plan
CUST06128,Monthly,3221.61,Net Banking,2022-06-19,2026-04-07,Premium Plan
CUST06129,Monthly,3196.97,Auto Pay,2023-08-15,,Basic Plan
CUST06130,Monthly,2857.02,Auto Pay,2024-02-29,,Standard Plan
CUST06131,Monthly,3688.38,UPI,2021-12-20,,Standard Plan
CUST06132,Monthly,1688.68,Auto Pay,2024-02-29,2026-08-03,Standard Plan
CUST06133,Monthly,1632.38,Credit Card,2021-05-16,,Basic Plan
CUST06134,Monthly,1160.81,Net Banking,2023-07-29,,Basic Plan
CUST06135,Monthly,4238.34,Credit Card,2021-02-05,,Standard Plan
CUST06136,Monthly,1229.44,UPI,2021-01-06,2026-08-03,Standard Plan
CUST06137,Quarterly,3556.61,UPI,2023-03-21,2026-04-01,Basic Plan
CUST06138,Quarterly,4934.31,UPI,2023-08-17,2026-05-31,Standard Plan
CUST06139,Quarterly,2931.81,Credit Card,2022-09-15,,Standard Plan
CUST06140,Quarterly,4502.14,UPI,2024-01-08,2026-05-05,Basic Plan
CUST06141,Annual,2388.14,Debit Card,2023-11-14,,Standard Plan
CUST06142,Monthly,1289.67,Auto Pay,2021-07-25,,Basic Plan
CUST06143,Monthly,1725.15,Debit Card,2024-01-15,2026-07-14,Standard Plan
CUST06144,Monthly,2434.57,Auto Pay,2024-02-20,2026-07-22,Standard Plan
CUST06145,Monthly,1514.82,Auto Pay,2022-03-19,,Basic Plan
CUST06146,Annual,1336.13,Auto Pay,2021-09-12,2026-01-04,Basic Plan
CUST06147,Monthly,859.5,Net Banking,2023-11-10,,Premium Plan
CUST06148,Monthly,1447.07,Credit Card,2025-01-10,2026-03-31,Standard Plan
CUST06149,Monthly,1730.45,UPI,2022-02-09,,Basic Plan
CUST06150,Annual,4127.35,Debit Card,2021-08-02,,Premium Plan
CUST06151,Annual,736.58,Credit Card,2024-04-10,,Basic Plan
